Rowid_,FID_1,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
,468,39,31774734.322805386036634,327,680,353,399.948717948717956,93.570198169800946,15598.000000000000000,31,334,327,353
,469,9295,7572978346.935283660888672,329,1542,1213,905.085099515868706,175.431113847840066,8412766.000000000000000,782,1020,329,943
,470,48062,39157879000.581344604492188,391,1667,1276,1015.686966834505483,356.339737262132701,48815947.000000000000000,1254,1177,391,1156
,471,67656,55121831419.069770812988281,807,1775,968,1251.591433132316524,78.088464960320863,84677670.000000000000000,595,1237,807,1245
,472,3226,2628340844.240261077880859,822,1630,808,1171.812151270923778,163.870452367801846,3780266.000000000000000,666,1167,822,1164
,473,43192,35190110894.118209838867188,441,1411,970,1081.141183552509801,166.952240999463072,46696650.000000000000000,919,1116,441,1128
,474,13790,11235220161.832981109619141,1043,1255,212,1133.056127628716467,32.800964980340531,15624844.000000000000000,198,1127,1218,1130
,475,54900,44729049085.179885864257813,957,1140,183,1047.180072859744996,29.168573489489642,57490186.000000000000000,183,1020,957,1042
,476,17132,13958070472.264150619506836,906,1465,559,1147.949859911277144,146.307856210104688,19666677.000000000000000,550,925,906,1190
,477,471,383741022.206188142299652,1065,1089,24,1078.556263269638976,5.429779298871574,508000.000000000000000,24,1083,1089,1081
,478,26208,21352621464.925220489501953,739,1963,1224,1475.175518925518872,151.701864728464898,38661400.000000000000000,980,1537,739,1488
,479,15585,12697672677.459537506103516,1035,1150,115,1070.678152069297312,13.020882541071774,16686519.000000000000000,96,1069,1108,1071
,480,22981,18723465883.907451629638672,1027,1237,210,1156.195291762760462,37.908349055265660,26570524.000000000000000,207,1181,1027,1167
,481,28008,22819147664.439315795898438,988,1086,98,1028.370001428163278,18.084989968305788,28802587.000000000000000,93,1010,988,1028
,482,7013,5713749020.662414550781250,1033,1082,49,1053.538000855553946,7.781479424943069,7388462.000000000000000,50,1047,1082,1052
,483,3268,2662559788.895589828491211,961,1435,474,1139.735312117503099,65.164254486058766,3724655.000000000000000,372,1124,961,1132
,484,8798,7168054168.513892173767090,565,1559,994,895.417822232325534,173.115616292683939,7877886.000000000000000,784,999,565,917
,485,45420,37005344434.405654907226563,1042,1552,510,1278.662307353588631,134.303674159655458,58076842.000000000000000,509,1146,1044,1270
,486,16220,13215030531.177009582519531,338,1374,1036,731.697657213316916,210.559498535713715,11868136.000000000000000,832,617,1099,743
,487,18190,14820061982.867435455322266,1041,1239,198,1138.219736118746596,40.719047520004693,20704217.000000000000000,198,1155,1042,1141
,488,1462,1191145168.716448068618774,971,1009,38,994.162106703146378,8.135336977465137,1453465.000000000000000,39,996,1009,996
,489,1208,984202027.229459166526794,908,976,68,924.840231788079450,5.630463846350960,1117207.000000000000000,47,924,908,924
,490,18835,15345567204.359985351562500,587,1453,866,801.227183435094275,173.541361758950870,15091114.000000000000000,789,701,1336,740
,491,16247,13237028424.169721603393555,597,1228,631,1001.509694097371835,61.105930734443135,16271528.000000000000000,458,1022,597,1008
,492,25448,20733421514.019268035888672,758,1551,793,1105.332992769569273,161.884590274025015,28128514.000000000000000,784,934,759,1075
,493,73659,60012696294.449279785156250,352,1477,1125,997.411803038325274,259.900962525335899,73468356.000000000000000,1069,488,1382,1064
,494,22524,18351131176.586372375488281,959,1201,242,1100.605576274196437,46.790326591778630,24790040.000000000000000,237,1083,960,1097
,495,7303,5950022686.139685630798340,731,2235,1504,1205.376694509105846,287.636634884539205,8802866.000000000000000,1139,802,731,1219
,496,9293,7571348873.380268096923828,1158,1189,31,1169.830087162380323,4.480414084175533,10871231.000000000000000,32,1166,1158,1169
,497,3492,2845060827.057343959808350,0,69,69,17.100515463917525,12.389670242376262,59715.000000000000000,68,4,1,15
,498,165,134431568.288792014122009,66,268,202,116.024242424242431,34.614754520098565,19144.000000000000000,83,101,66,106
,499,237,193092616.269355803728104,344,502,158,399.375527426160318,24.944121353992184,94652.000000000000000,87,405,344,403
,500,5135,4183673352.502709388732910,248,1409,1161,461.775657254138252,136.396674752630389,2371218.000000000000000,623,419,248,423
,501,9734,7930647792.261220932006836,122,1663,1541,479.170741730018506,126.418922687559473,4664248.000000000000000,749,457,122,457
,502,6555,5340599576.563828468322754,34,785,751,262.662242562929066,158.217701020144460,1721751.000000000000000,600,56,34,285
,503,3118,2540349272.269415378570557,42,455,413,103.250801796023097,57.378596696699184,321936.000000000000000,273,52,42,89
,504,22933,18684358518.587074279785156,16,750,734,178.357519731391449,110.775513512319307,4090273.000000000000000,590,63,16,152
,505,1523,1240844112.144425630569458,4,95,91,33.534471437951410,17.790694895139481,51073.000000000000000,83,21,4,29
,506,9742,7937165686.481284141540527,0,235,235,21.863272428659414,20.672346563178152,212992.000000000000000,144,4,85,14
,507,3378,2752180834.421451091766357,20,808,788,134.684428656009487,103.168801193252420,454964.000000000000000,417,122,20,107
,508,19041,15513402980.526597976684570,0,787,787,122.313586471298777,121.227757295813802,2328973.000000000000000,591,67,181,70
,509,2346,1911372480.033370256423950,169,571,402,418.139386189258289,56.587081496500645,980955.000000000000000,292,418,169,420
,510,1704,1388311468.873342990875244,-2,42,44,13.186032863849766,8.631135212702487,22469.000000000000000,41,5,-2,10
,511,5324,4337658603.451688766479492,-11,338,349,28.513899323816680,38.669543291964260,151808.000000000000000,233,5,-11,16
,512,535,435884175.966689288616180,7,59,52,32.330841121495325,11.414406466980630,17297.000000000000000,51,33,17,33
,513,594,483953645.839651286602020,-1,53,54,17.131313131313131,10.451085163942018,10176.000000000000000,50,10,-1,15
,514,382,311229449.007991194725037,362,624,262,467.670157068062849,46.421820779434640,178650.000000000000000,154,467,362,464
,515,13993,11400611727.667070388793945,149,872,723,418.688630029300384,112.610778053173021,5858710.000000000000000,665,397,149,401
,516,79672,64911708537.603866577148438,33,1472,1439,521.134099809217787,274.710772177223362,41519796.000000000000000,1317,412,33,501
,517,10263,8361643547.562863349914551,311,1026,715,541.719575172951409,87.610705256092331,5559668.000000000000000,554,533,311,533
,518,1946,1585477769.030237913131714,234,1139,905,416.852517985611485,110.196588492784329,811195.000000000000000,410,391,234,405
,519,19119,15576952449.172208786010742,417,1487,1070,634.916104398765583,120.003158123848991,12138961.000000000000000,708,649,417,628
,520,15393,12541243216.178033828735352,411,1232,821,577.615929318521353,130.378533635758231,8891242.000000000000000,588,491,411,522
,521,9657,7867913060.393117904663086,269,1128,859,470.340581961271596,89.887791951756412,4542079.000000000000000,557,458,269,470
,522,3068,2499612433.394023895263672,4,369,365,108.708604954367672,79.168670903851037,333518.000000000000000,329,56,225,87
,523,61,49698943.427977651357651,32,67,35,47.819672131147541,8.347981392835321,2917.000000000000000,27,45,32,46
,524,77445,63097289734.093925476074219,35,1331,1296,427.946206985602657,79.772784528966810,33142294.000000000000000,753,407,37,415
,525,88,71696836.420689076185226,211,367,156,292.363636363636374,39.574780140140916,25728.000000000000000,63,236,211,288
,526,1980,1613178819.465504169464111,271,1583,1312,473.202525252525277,176.152989330833520,936941.000000000000000,464,407,271,441
,527,39295,32015081672.170196533203125,-6,1176,1182,241.655732281460757,212.522689955518871,9495862.000000000000000,1071,3,-6,177
,528,3009,2451542963.521061897277832,33,514,481,115.144566301096717,58.769310661202212,346470.000000000000000,269,71,33,96
,529,8920,7267452055.369847297668457,345,1238,893,597.447869955156989,141.801411600116921,5329235.000000000000000,655,534,345,550
,530,7176,5846551115.396190643310547,151,1014,863,461.142140468227410,64.076564840436163,3309156.000000000000000,470,461,151,459
,531,254,206943141.486988931894302,119,201,82,164.003937007874015,18.407782082393371,41657.000000000000000,73,161,119,161
,532,25652,20899627816.630867004394531,2,536,534,135.671175736784647,78.110295121289667,3480237.000000000000000,413,106,2,127
,533,8788,7159906800.738813400268555,191,1194,1003,428.739303595812487,113.836610898885354,3767761.000000000000000,581,425,191,430
,534,10687,8707091941.226182937622070,55,686,631,211.000935716290826,94.255282083699285,2254967.000000000000000,454,158,55,182
,535,7970,6493452116.737408638000488,0,408,408,108.047929736511918,72.186543589423820,861142.000000000000000,307,22,261,100
,536,1400,1140631488.510962486267090,403,645,242,509.007142857142867,42.583883005624514,712610.000000000000000,196,531,403,516
,537,9480,7723704650.774231910705566,108,402,294,225.382805907173008,36.746376435730646,2136629.000000000000000,228,224,108,226
,538,8622,7024660495.672513961791992,108,477,369,264.232660635583386,50.875963258967779,2278214.000000000000000,301,237,110,256
,539,12566,10237982346.163396835327148,1,334,333,100.365589686455522,58.121591581822422,1261194.000000000000000,297,88,251,92
,540,5139,4186932299.612740516662598,112,671,559,386.510021404942620,101.766329027147862,1986275.000000000000000,456,470,112,415
,541,9434,7686226759.008872032165527,212,1259,1047,323.057027771888897,99.858761462033300,3047720.000000000000000,498,250,508,288
,542,8190,6672694207.789131164550781,80,610,530,208.733333333333320,52.062535891633686,1709526.000000000000000,292,220,80,215
,543,5204,4239890190.150749683380127,-3,226,229,43.345311299000770,28.210994293004660,225569.000000000000000,152,14,-3,39
,544,3241,2640561895.902878284454346,219,894,675,390.979327368096278,106.530281607594077,1267164.000000000000000,421,274,219,374
,545,26648,21711105647.028663635253906,496,768,272,625.913201741218813,41.559213197282247,16679335.000000000000000,264,641,496,626
,546,315716,257225436447.662200927734375,341,1014,673,614.413653410026768,109.523281703434108,193980221.000000000000000,671,669,342,616
,547,12580,10249388661.048505783081055,347,687,340,461.879968203497640,74.255972846213510,5810450.000000000000000,319,418,347,439
,548,111753,91049279096.832565307617188,407,1281,874,735.127003301924788,169.051709151075045,82152648.000000000000000,856,693,407,693
,549,3529,2875206087.825133323669434,415,672,257,513.082459620289001,51.171636809720326,1810668.000000000000000,223,486,415,511
,550,10263,8361643547.562863349914551,331,669,338,412.341810386826467,60.621312089131422,4231864.000000000000000,329,401,331,395
,551,662,539355746.710183739662170,364,605,241,411.114803625377647,40.465928283553012,272158.000000000000000,140,378,364,402
,552,17061,13900224161.061094284057617,388,676,288,453.685012601840469,50.548292770205784,7740320.000000000000000,276,411,389,439
,553,910,741410467.532125711441040,481,589,108,534.792307692307645,26.804865602149512,486661.000000000000000,109,509,481,535
,554,1667,1358166208.105553388595581,472,727,255,595.829034193161419,57.055852379828963,993247.000000000000000,242,587,472,592
,555,48144,39224687416.336990356445313,429,1343,914,585.044325357261528,140.470416543591341,28166374.000000000000000,703,482,1021,536
,556,3350,2729368204.651231765747070,562,752,190,622.020597014925329,27.952526806489445,2083769.000000000000000,162,618,675,623
,557,4847,3949029160.580453872680664,718,961,243,816.560140292964775,40.144566020299415,3957867.000000000000000,215,828,718,816
,558,3585,2920831347.365571975708008,412,627,215,486.540027894002776,36.341140918946202,1744246.000000000000000,204,488,576,483
,559,45462,37039563379.060989379882813,353,720,367,532.793563855527736,64.461143706308519,24221861.000000000000000,355,521,698,534
,560,17204,14016731520.244714736938477,469,1290,821,735.656940246454269,171.422355934799583,12656242.000000000000000,783,609,469,692
,561,15258,12431253751.214475631713867,595,847,252,670.197339100799582,27.216100686578525,10225871.000000000000000,197,659,755,669
,562,40791,33233927891.321910858154297,366,859,493,422.072663087445733,43.484713594644361,17216766.000000000000000,365,393,368,412
,563,12103,9860759218.177270889282227,380,597,217,438.854333636288516,34.930197021834886,5311454.000000000000000,201,410,566,431
,564,536,436698912.744197130203247,370,526,156,410.958955223880594,30.389606217794430,220274.000000000000000,114,383,445,406
,565,11334,9234226636.273750305175781,401,645,244,524.453679195341465,46.374619812618704,5944158.000000000000000,240,542,401,533
,566,8642,7040955231.222670555114746,406,679,273,555.619301087711165,59.864762637694348,4801662.000000000000000,271,594,408,561
,567,15543,12663453732.804208755493164,409,582,173,453.231036479444128,33.324169120495867,7044570.000000000000000,170,431,560,440
,568,12470,10159767615.522645950317383,358,784,426,532.620689655172441,97.310174581852706,6641780.000000000000000,403,422,358,521
,569,5592,4556008059.823787689208984,379,660,281,478.974606580829743,60.304197858454820,2678426.000000000000000,266,416,379,465
,570,12868,10484032852.970762252807617,402,744,342,567.735234690705624,72.388610229359060,7305617.000000000000000,327,499,402,563
,571,48141,39222243206.004463195800781,236,758,522,411.516420514737945,90.465745710951651,19810812.000000000000000,475,347,236,394
,572,16864,13739721015.892051696777344,448,1088,640,534.218394212523663,53.100052270423049,9009059.000000000000000,366,534,448,528
,573,46056,37523517024.900634765625000,2,1990,1988,573.167035782525659,207.552177370622559,26397781.000000000000000,1416,552,1037,567
,574,2511,2045804048.322162151336670,530,962,432,630.934687375547583,66.248783759053140,1584277.000000000000000,300,580,530,607
,575,18208,14834727244.862575531005859,-6,2608,2614,336.284380492091373,398.879813939844212,6123066.000000000000000,1760,3,657,212
,576,110402,89948569710.419494628906250,170,1104,934,314.842267350229179,72.470705928176770,34759216.000000000000000,513,249,173,306
,577,37963,30929852284.529766082763672,361,593,232,441.661881305481643,44.706674209444003,16766810.000000000000000,232,394,591,439
,578,4770,3886294428.712350845336914,485,1341,856,649.808595387840683,103.120767619230165,3099587.000000000000000,470,644,811,634
,579,38891,31685928014.057033538818359,416,717,301,536.565092180710167,78.430449923998140,20867553.000000000000000,301,439,715,537
,580,49800,40573891519.889953613281250,540,1602,1062,730.755381526104429,113.117197111156145,36391618.000000000000000,710,674,1123,709
,581,251945,205268857409.210327148437500,348,1872,1524,598.030863879021240,83.950412563858620,150670886.000000000000000,697,565,850,595
,582,20088,16366432386.577297210693359,518,997,479,646.770161290322562,77.132272021703557,12992319.000000000000000,408,554,518,641
,583,14629,11918784318.162050247192383,555,1069,514,736.038075056394860,95.410652891737001,10767501.000000000000000,468,747,982,732
,584,127884,104191798054.811386108398438,2,2041,2039,454.690039410715940,140.706196324879016,58147581.000000000000000,1408,372,995,413
,585,18803,15319495627.479734420776367,455,1314,859,574.397968409296368,81.710062597917258,10800405.000000000000000,484,502,455,560
,586,36541,29771296586.913631439208984,395,541,146,411.921348622095707,8.531350427711866,15052018.000000000000000,66,414,395,412
,587,71719,58432106946.084091186523438,383,901,518,506.365942079504748,77.492006483866518,36316059.000000000000000,409,423,781,501
,588,3052,2486576644.953898429870605,421,454,33,430.631061598951533,5.247372660947842,1314286.000000000000000,34,429,421,430
,589,67911,55329589297.334274291992188,557,2909,2352,971.095109776030426,263.982114150767359,65948040.000000000000000,1782,942,557,951
,590,73201,59639546850.350692749023438,254,604,350,388.804101036871089,39.139478223433613,28460849.000000000000000,280,395,255,391
,591,25745,20975398336.939094543457031,382,451,69,400.325694309574658,13.024419530490283,10306385.000000000000000,70,384,448,398
,592,14195,11565188556.723651885986328,445,820,375,514.972032405776645,38.016762674265749,7310028.000000000000000,239,486,445,505
,593,107,87176835.193337857723236,532,660,128,559.672897196261715,29.031975829733152,59885.000000000000000,51,540,538,552
,594,108333,88262879317.755798339843750,420,755,335,504.671309757876202,57.725393857860524,54672557.000000000000000,328,435,744,495
,595,116677,95061042989.281127929687500,-5,1632,1637,520.129331402075763,198.554542532274411,60687130.000000000000000,1429,401,-5,460
,596,52190,42521112418.133666992187500,475,710,235,554.684843839816040,44.427456540343833,28949002.000000000000000,236,532,694,544
,597,15781,12857361085.851072311401367,378,484,106,398.128065395095348,18.405676045858044,6282859.000000000000000,102,392,378,392
,598,8921,7268266792.147355079650879,441,1118,677,586.932294585808791,91.325323227996904,5236023.000000000000000,498,572,441,579
,599,188,153170514.171472132205963,642,691,49,665.026595744680890,11.156256478936685,125025.000000000000000,45,660,647,666
,600,256295,208812962391.369384765625000,209,882,673,466.514321387463667,119.193506584353841,119565288.000000000000000,668,413,209,447
,601,2006,1634361975.680707693099976,587,1011,424,712.458125623130627,83.497625301461099,1429191.000000000000000,344,653,587,683
,602,9030,7357073100.895709037780762,480,1209,729,676.214396456256964,134.486233297960183,6106216.000000000000000,588,556,960,641
,603,92425,75302046661.161224365234375,204,589,385,351.896781173924808,64.787201180159315,32524060.000000000000000,384,342,585,346
,604,6563,5347117470.783890724182129,862,964,102,898.612220021331723,14.899255876806549,5897592.000000000000000,90,890,862,897
,605,20002,16296365023.711624145507813,440,1239,799,636.569043095690404,107.997150050972920,12732654.000000000000000,620,654,909,632
,606,2827,2303260870.014636516571045,500,1426,926,646.161655465157423,141.715278163269915,1826699.000000000000000,499,556,501,595
,607,12627,10287681289.591375350952148,497,1156,659,624.729943771283729,88.936728037774756,7888465.000000000000000,503,581,497,606
,608,136,110804201.741064935922623,818,923,105,858.941176470588289,21.488288433292556,116816.000000000000000,66,849,828,857
,609,16505,13447230512.766740798950195,589,1099,510,818.482338685246873,82.964578602799946,13509051.000000000000000,503,838,594,824
,610,12149,9898237109.942630767822266,403,1097,694,545.501111202568154,81.348052068601433,6627293.000000000000000,429,527,403,532
,611,117,95324202.968416154384613,885,1092,207,937.461538461538453,38.071129663728307,109683.000000000000000,70,903,885,928
,612,59368,48369293007.084877014160156,404,659,255,468.993515024929252,46.136433005449383,27843207.000000000000000,226,419,606,457
,613,14088,11478011721.530315399169922,686,1961,1275,905.826022146507626,174.215346162340410,12761277.000000000000000,931,803,689,855
,614,4477,3647576552.902556896209717,541,958,417,653.451865088228715,69.279941322029117,2925504.000000000000000,338,589,541,641
,615,2697,2197345088.938618659973145,402,497,95,449.974786800148308,14.788463740635658,1213582.000000000000000,80,440,402,448
,616,82074,66868706277.177673339843750,395,659,264,459.651753295806202,36.068667945028963,37725458.000000000000000,227,438,395,454
,617,131,106730517.853525787591934,648,732,84,696.000000000000000,19.199634220434337,91176.000000000000000,55,713,648,698
,618,2350,1914631427.143401384353638,573,938,365,679.032340425531970,51.419300714923658,1595726.000000000000000,250,703,573,682
,619,28985,23615145496.064464569091797,383,1026,643,453.409004657581534,60.922070835166743,13142060.000000000000000,382,394,383,436
,620,39553,32225283760.767215728759766,236,766,530,404.993401259070083,85.029137478606131,16018704.000000000000000,470,400,236,411
,621,1446,1178109380.276322841644287,399,412,13,407.355463347164573,2.662854965924797,589036.000000000000000,14,409,412,408
,622,61081,49764937106.955787658691406,394,913,519,514.773661203975053,63.778482494191316,31442890.000000000000000,426,475,395,509
,623,496,404109441.643883883953094,560,699,139,611.183467741935488,35.991494975277512,303147.000000000000000,107,587,560,597
,624,7789,6345984760.008491516113281,431,1283,852,677.501476441134969,180.309448998103932,5277059.000000000000000,738,493,1005,638
,625,4777,3891997586.154905796051025,444,1076,632,534.248063638266672,106.725060053849404,2552103.000000000000000,448,483,445,503
,626,15718,12806032668.868078231811523,819,1179,360,895.761483649319302,44.813530327994620,14079579.000000000000000,316,871,822,885
,627,3573,2911054506.035478115081787,493,645,152,546.384270920794847,26.056008674171203,1952231.000000000000000,144,536,493,542
,628,12199,9938973948.818023681640625,423,882,459,526.917944093778146,76.604110583858187,6427872.000000000000000,382,433,694,520
,629,15128,12325337970.138458251953125,744,2095,1351,1012.544553146483395,140.120245154911430,15317774.000000000000000,713,987,746,1006
,630,7874,6415237386.096656799316406,255,355,100,310.802260604521223,21.697820577203409,2447257.000000000000000,101,309,355,311
,631,83417,67962897769.370689392089844,574,1266,692,846.044007816152543,123.293986733232472,70574453.000000000000000,650,846,574,837
,632,25259,20579436263.070289611816406,-182,1816,1998,448.785423017538278,287.951344157502263,11335871.000000000000000,1519,545,-182,428
,633,1391,1133298857.513392210006714,3,1164,1161,481.088425593098464,267.564675524507322,669194.000000000000000,687,274,3,505
,634,33565,27346639937.050327301025391,-120,2064,2184,272.760643527483978,273.794847362272662,9155211.000000000000000,1454,4,-76,211
,635,22700,18494524849.427749633789063,0,2617,2617,566.592511013215812,421.426132904185067,12861650.000000000000000,2050,451,0,451
,636,4052,3301313422.461729049682617,447,1370,923,606.976061204343523,126.839323117588947,2459467.000000000000000,544,569,447,568
,637,3024,2463764015.183679103851318,740,2521,1781,1401.422288359788354,394.947720126168804,4237901.000000000000000,1194,848,740,1420
,638,5012,4083460728.869246006011963,401,1417,1016,596.208898643256134,121.437497909285838,2988199.000000000000000,560,509,401,572
,639,7119,5800111119.078245162963867,587,1510,923,848.505969939598231,141.047020687103554,6040514.000000000000000,664,764,587,829
,640,5519,4496532275.065715789794922,-117,2631,2748,634.170501902518595,583.442227836651455,3499987.000000000000000,1802,14,-116,426
,641,27998,22811000296.664234161376953,-2,2637,2639,848.047289092078017,597.180461131293328,23743628.000000000000000,2378,5,-2,794
,642,40431,32940622651.419090270996094,308,2928,2620,1237.751057356978663,542.910537412433087,50043513.000000000000000,2233,745,308,1053
,643,4908,3998728104.008431434631348,28,338,310,95.161369193154030,27.119074700886063,467052.000000000000000,156,88,28,95
,644,2303,1876338798.600533485412598,3,117,114,48.722101606600084,23.953458863003839,112207.000000000000000,110,38,6,46
,645,22859,18624067997.051494598388672,17,554,537,164.125814777549323,49.462342259918714,3751752.000000000000000,362,144,17,160
,646,3380,2753810307.976466655731201,14,144,130,68.731065088757390,28.149760833091648,232311.000000000000000,128,60,14,68
,647,2564,2088985097.530077219009399,-12,129,141,49.558112324492981,32.868256509651722,127067.000000000000000,133,7,-12,49
,648,6591,5369930100.554110527038574,21,193,172,112.230617508724023,35.300963338860974,739712.000000000000000,170,121,23,114
,649,3597,2930608188.695665836334229,-20,127,147,28.772032249096469,21.566476075376212,103493.000000000000000,123,13,-20,23
,650,17202,14015102046.689699172973633,-12,321,333,122.885071503313569,67.358355902530704,2113869.000000000000000,275,183,-12,131
,651,2140,1743536703.866757154464722,315,470,155,349.597196261682257,15.762945772563066,748138.000000000000000,83,339,317,348
,652,36933,30090673403.696701049804688,38,537,499,196.303387214686040,61.323272328570390,7250073.000000000000000,372,188,380,199
,653,22148,18044790148.243427276611328,85,420,335,217.639245078562396,34.966768433991000,4820274.000000000000000,248,224,85,220
,654,65,52957890.538008973002434,216,362,146,257.784615384615392,41.278227566186956,16756.000000000000000,45,217,216,237
,655,3801,3096814491.307263374328613,174,674,500,286.510655090765567,65.247791945126494,1089027.000000000000000,325,247,174,273
,656,4037,3289092370.799111366271973,-9,143,152,46.247213277186027,29.508261528373598,186700.000000000000000,142,20,-9,43
,657,11525,9389841360.777746200561523,235,1287,1052,487.800954446854689,169.898552706226354,5621906.000000000000000,775,348,249,468
,658,19895,16209188188.518285751342773,0,487,487,122.389444584066354,69.205312290506797,2434938.000000000000000,391,58,0,113
,659,3680,2998231341.228816032409668,124,293,169,198.380434782608688,31.077661273746866,730040.000000000000000,164,223,127,198
,660,6251,5092919596.201447486877441,185,574,389,259.374020156774918,43.207955958902424,1621347.000000000000000,252,256,371,253
,661,3687,3003934498.671370506286621,146,341,195,226.115269867100636,29.332192988472794,833687.000000000000000,145,213,146,227
,662,88,71696836.420689076185226,269,313,44,281.477272727272748,8.940430730836617,24770.000000000000000,31,276,271,279
,663,4257,3468334461.850833892822266,-2,414,416,117.292929292929287,62.245597276876651,499316.000000000000000,280,75,-2,117
,664,23023,18757684828.562778472900391,134,581,447,255.338617903835285,48.519800619962510,5878661.000000000000000,315,271,365,260
,665,2611,2127277726.072945117950439,215,592,377,290.884718498659538,53.614895222893139,759500.000000000000000,249,253,367,282
,666,8349,6802237355.412876129150391,339,904,565,492.034974248412993,66.534907934343238,4108000.000000000000000,416,483,341,484
,667,2084,1697911444.326318502426147,103,352,249,232.148272552783112,35.878869468911290,483797.000000000000000,169,267,103,234
,668,59,48069469.872961997985840,468,560,92,511.508474576271169,21.962504936751518,30179.000000000000000,37,503,468,510
,669,799,650974685.228756546974182,197,314,117,247.181476846057564,26.364126977975122,197498.000000000000000,113,243,197,246
,670,27456,22369412963.254993438720703,159,714,555,293.038352272727252,60.198085815122184,8045661.000000000000000,421,255,163,285
,671,6372,5191502746.279895782470703,248,509,261,334.857501569365979,31.952355390106419,2133712.000000000000000,209,337,255,333
,672,41021,33421317350.148712158203125,240,941,701,376.044026230467296,54.458965337665184,15425702.000000000000000,362,418,240,376
,673,1330,1083599914.085414409637451,0,145,145,66.928571428571431,31.924325633161246,89015.000000000000000,136,65,2,67
,674,758,617570477.350935459136963,301,515,214,346.265171503957788,21.146919800647336,262469.000000000000000,93,348,301,346
,675,562,457882068.959400713443756,228,382,154,302.067615658362968,26.097934586640928,169762.000000000000000,118,298,228,302
,676,21104,17194204952.525253295898438,173,1309,1136,266.830174374526166,58.171220462644946,5631184.000000000000000,433,245,173,257
,677,72835,59341353189.782829284667969,158,714,556,345.419784444291906,66.797250279414413,25158650.000000000000000,486,357,162,350
,678,2850,2321999815.897316455841064,217,642,425,286.298245614035068,38.963854105397388,815950.000000000000000,193,278,224,282
,679,34171,27840370424.220073699951172,238,466,228,278.855228117409524,14.764968555180680,9528762.000000000000000,182,278,244,277
,680,214511,174770000879.982208251953125,251,721,470,365.308007514766132,73.496461250539454,78362586.000000000000000,456,324,251,347
,681,155752,126896882570.399597167968750,260,661,401,325.649256510349801,48.222098361813913,50720523.000000000000000,384,277,260,318
,682,283277,230796190122.085662841796875,126,363,237,284.970548261948579,27.253485843387192,80725602.000000000000000,238,279,126,285
,683,7093,5778927962.863040924072266,253,520,267,339.751868038911596,59.993092895994884,2409860.000000000000000,262,257,253,329
,684,13282,10821333878.859003067016602,263,373,110,272.617301611203118,7.581270480984414,3620903.000000000000000,85,267,307,271
,685,127,103471570.743494465947151,253,276,23,257.905511811023644,3.815494871702948,32754.000000000000000,17,257,264,257
,686,9128,7436917305.091476440429688,120,805,685,362.782756354075389,135.825932986419275,3311481.000000000000000,606,206,120,363
,687,28605,23305545520.611488342285156,253,913,660,349.044677503932860,111.236709880173635,9984423.000000000000000,558,258,653,296
,688,568,462770489.624447703361511,217,780,563,483.922535211267586,102.022389419521531,274868.000000000000000,298,468,217,475
,689,32671,26618265257.958328247070313,410,896,486,612.597318723026547,65.442625548538828,20014167.000000000000000,451,614,410,615
,690,18982,15465333510.653636932373047,196,484,288,298.988884206090006,50.274193210108947,5675407.000000000000000,253,255,196,290
,691,27071,22055739303.914478302001953,31,530,499,206.859628384618219,97.089052367077926,5599897.000000000000000,460,63,421,227
,692,14616,11908192740.054449081420898,196,642,446,367.739805692391883,64.133486549164445,5374885.000000000000000,427,346,196,358
,693,229253,186780850454.002655029296875,196,748,552,347.326263996545322,52.580309841736423,79625588.000000000000000,476,339,196,338
,694,86307,70317487056.368316650390625,32,796,764,303.163822169696573,104.073739084589391,26165160.000000000000000,691,364,623,340
,695,57340,46717006822.298995971679688,256,999,743,280.906208580397617,29.975555553807951,16107162.000000000000000,340,266,256,273
,696,38522,31385290143.156642913818359,277,729,452,355.597139297025080,56.012957933267479,13698313.000000000000000,344,312,553,340
,697,111,90435782.303369179368019,296,330,34,310.297297297297291,7.904377387536289,34443.000000000000000,31,311,296,309
,698,3545,2888241876.265258789062500,266,483,217,323.436389280677020,53.907270080191061,1146582.000000000000000,210,269,445,302
,699,1133,923096768.916371822357178,255,278,23,264.112091791703449,3.593261854136055,299239.000000000000000,23,264,255,264
,700,942,767482044.412376284599304,320,560,240,360.452229299363069,30.522960455823274,339546.000000000000000,128,356,387,355
,701,6,4888420.665046982467175,455,485,30,471.500000000000000,11.221259584675273,2829.000000000000000,6,455,455,465
,702,45725,37253839151.545547485351563,233,418,185,270.039059595407309,12.924932136745856,12347536.000000000000000,166,266,233,267
,703,66738,54373903057.317588806152344,23,418,395,238.132608109323030,81.750845998035970,15892494.000000000000000,370,279,23,274
,704,64987,52947298959.901374816894531,229,716,487,296.299506055057179,24.536341282868452,19255616.000000000000000,203,290,382,295
,705,96995,79025393734.372009277343750,179,389,210,298.790556214237824,32.362128605830726,28981190.000000000000000,206,316,381,303
,706,6115,4982115394.460383415222168,136,343,207,280.422730989370393,31.066031645879939,1714785.000000000000000,118,269,166,279
,707,1714,1396458836.648421287536621,-1,54,55,27.169194865810969,12.624755124048569,46568.000000000000000,56,35,-1,28
,708,939,765037834.079852700233459,0,46,46,24.775292864749733,10.083231199957785,23264.000000000000000,46,25,44,26
,709,1491,1214772535.264175176620483,125,456,331,196.733735747820248,54.333256963559620,293330.000000000000000,229,198,125,182
